year,GEOID,NAME,B25001_001E,B25002_003E,B25032_001E,B25032_013E,B25008_003E,B25119_003E,B25037_003E,B25039_003E,B25064_001E,B25071_001E,B25013_011E,B25003H_003E,B25003B_003E,B25003D_003E,B25003I_003E,B17017_001E,B17017_002E
2012,36081120100,"Census Tract 1201, Queens County, New York",528,42,486,170,390,31579,1950,2005,1135,47.9,76,20,0,144,6,486,111
2013,36081120100,"Census Tract 1201, Queens County, New York",534,40,494,206,633,45357,1955,2009,1273,40.9,66,11,0,150,45,494,90
2014,36081120100,"Census Tract 1201, Queens County, New York",514,49,465,234,822,43857,1949,2008,1316,38.8,73,23,0,172,39,465,52
2015,36081120100,"Census Tract 1201, Queens County, New York",519,52,467,254,858,43182,1962,2010,1244,40.1,67,36,5,176,42,467,52
2016,36081120100,"Census Tract 1201, Queens County, New York",484,20,464,236,823,42917,1964,2011,1261,40.1,48,34,11,159,37,464,56
2017,36081120100,"Census Tract 1201, Queens County, New York",474,24,450,239,886,48625,1961,2011,1418,33.8,50,30,9,172,32,450,57
2018,36081120100,"Census Tract 1201, Queens County, New York",452,27,425,234,817,45109,0,2009,1589,42.3,41,42,16,152,31,425,72
2019,36081120100,"Census Tract 1201, Queens County, New York",430,16,414,209,767,53313,0,2011,1730,41.6,37,31,21,134,29,414,73
2020,36081120100,"Census Tract 1201, Queens County, New York",397,21,376,181,653,60469,0,2012,1769,41.3,26,5,18,138,20,376,64
2012,36081120300,"Census Tract 1203, Queens County, New York",533,62,471,109,503,104732,1954,2003,1695,21.3,56,10,20,79,20,471,56
2013,36081120300,"Census Tract 1203, Queens County, New York",529,45,484,149,647,78750,1959,2004,1772,26,72,39,33,71,39,484,65
2014,36081120300,"Census Tract 1203, Queens County, New York",507,35,472,128,472,66591,1974,2006,1615,29,82,44,0,77,7,472,82
2015,36081120300,"Census Tract 1203, Queens County, New York",513,37,476,129,491,NA,1958,2009,1417,30.7,58,39,0,82,8,476,106
2016,36081120300,"Census Tract 1203, Queens County, New York",493,54,439,107,378,81188,1962,2012,1417,26.8,66,26,0,73,8,439,66
2017,36081120300,"Census Tract 1203, Queens County, New York",465,42,423,118,411,73690,1963,2012,1844,30.4,59,24,0,86,8,423,78
2018,36081120300,"Census Tract 1203, Queens County, New York",497,62,435,118,361,59886,0,2012,1500,32.3,40,11,0,107,0,435,79
2019,36081120300,"Census Tract 1203, Queens County, New York",493,44,449,164,489,58871,0,2016,1519,33.6,19,11,0,141,12,449,94
2020,36081120300,"Census Tract 1203, Queens County, New York",494,50,444,207,499,52292,0,2015,1745,34.5,45,51,0,144,12,444,32
2012,36081120500,"Census Tract 1205, Queens County, New York",1040,49,991,690,1706,16716,1971,2004,1006,38.5,117,151,7,468,38,991,289
2013,36081120500,"Census Tract 1205, Queens County, New York",1042,55,987,694,1618,17188,1984,2004,1074,39.5,102,140,9,482,19,987,286
2014,36081120500,"Census Tract 1205, Queens County, New York",1044,66,978,675,1627,17332,1964,2006,886,38.9,91,129,8,478,18,978,323
2015,36081120500,"Census Tract 1205, Queens County, New York",1050,78,972,674,1758,17434,1960,2008,1056,50,83,50,0,535,0,972,342
2016,36081120500,"Census Tract 1205, Queens County, New York",1076,35,1041,704,1734,17632,1969,2009,931,46.1,101,64,0,576,13,1041,367
2017,36081120500,"Census Tract 1205, Queens County, New York",1072,33,1039,727,1778,16366,1965,2010,985,49.8,70,50,0,605,21,1039,400
2018,36081120500,"Census Tract 1205, Queens County, New York",1037,12,1025,776,1928,16263,1963,2011,1021,51,67,67,10,655,22,1025,445
2019,36081120500,"Census Tract 1205, Queens County, New York",1034,18,1016,742,1707,16034,1966,2011,1041,51,64,67,8,579,54,1016,393
2020,36081120500,"Census Tract 1205, Queens County, New York",1009,20,989,680,1411,14551,1966,2012,980,51,54,49,9,540,54,989,441
2012,36081120700,"Census Tract 1207, Queens County, New York",958,52,906,390,1330,71071,1956,2005,1580,27.6,177,81,0,223,75,906,98
2013,36081120700,"Census Tract 1207, Queens County, New York",958,72,886,397,1274,71080,1958,2005,1541,27.4,209,76,4,231,60,886,71
2014,36081120700,"Census Tract 1207, Queens County, New York",959,77,882,336,1003,76161,1961,2006,1672,25.6,177,55,5,189,64,882,92
2015,36081120700,"Census Tract 1207, Queens County, New York",949,84,865,313,975,57614,1954,2008,1690,31.8,141,72,7,163,42,865,86
2016,36081120700,"Census Tract 1207, Queens County, New York",995,99,896,267,854,59083,1956,2010,1758,31.3,86,54,7,119,48,896,67
2017,36081120700,"Census Tract 1207, Queens County, New York",1001,108,893,238,694,61818,1955,2011,1632,27.2,59,44,6,84,76,893,54
2018,36081120700,"Census Tract 1207, Queens County, New York",997,63,934,237,737,62036,1959,2011,1674,25.8,47,44,0,80,99,934,56
2019,36081120700,"Census Tract 1207, Queens County, New York",984,59,925,238,713,64605,1968,2012,1610,31.5,42,49,0,89,83,925,39
2020,36081120701,"Census Tract 1207.01, Queens County, New York",995,37,958,165,463,63854,1974,2013,1711,29.4,28,25,0,73,62,958,32
2020,36081120702,"Census Tract 1207.02, Queens County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2012,36081121100,"Census Tract 1211, Queens County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2013,36081121100,"Census Tract 1211, Queens County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2014,36081121100,"Census Tract 1211, Queens County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2015,36081121100,"Census Tract 1211, Queens County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2016,36081121100,"Census Tract 1211, Queens County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2017,36081121100,"Census Tract 1211, Queens County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2018,36081121100,"Census Tract 1211, Queens County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2019,36081121100,"Census Tract 1211, Queens County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2020,36081121100,"Census Tract 1211, Queens County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2012,36081121500,"Census Tract 1215, Queens County, New York",1399,173,1226,505,1606,46198,1954,2005,1308,32.2,185,156,6,190,121,1226,178
2013,36081121500,"Census Tract 1215, Queens County, New York",1395,126,1269,508,1692,50000,1954,2005,1331,31.5,213,136,6,214,143,1269,222
2014,36081121500,"Census Tract 1215, Queens County, New York",1368,158,1210,464,1787,51515,1955,2006,1395,29.3,176,99,15,212,128,1210,167
2015,36081121500,"Census Tract 1215, Queens County, New York",1364,126,1238,523,1948,50036,1951,2010,1420,39.8,180,82,24,281,145,1238,173
2016,36081121500,"Census Tract 1215, Queens County, New York",1322,104,1218,422,1566,50735,1955,2011,1419,41.8,159,61,16,222,131,1218,178
2017,36081121500,"Census Tract 1215, Queens County, New York",1345,87,1258,444,1654,38947,1954,2011,1395,48.7,148,63,50,222,117,1258,222
2018,36081121500,"Census Tract 1215, Queens County, New York",1353,75,1278,466,1651,36852,1953,2012,1419,51,170,112,46,220,96,1278,218
2019,36081121500,"Census Tract 1215, Queens County, New York",1364,47,1317,455,1502,40438,1955,2013,1378,51,175,129,46,207,80,1317,222
2020,36081121500,"Census Tract 1215, Queens County, New York",1260,45,1215,429,1618,66250,1953,2015,1486,34.5,109,151,43,137,98,1215,177
2012,36081122300,"Census Tract 1223, Queens County, New York",1289,32,1257,536,1565,69583,1956,2005,1647,32.9,133,194,0,166,176,1257,124
2013,36081122300,"Census Tract 1223, Queens County, New York",1281,20,1261,506,1469,60671,1957,2005,1617,32.5,113,170,0,141,165,1261,123
2014,36081122300,"Census Tract 1223, Queens County, New York",1259,48,1211,415,1387,49688,1965,2006,1820,33.7,86,113,11,209,60,1211,93
2015,36081122300,"Census Tract 1223, Queens County, New York",1189,49,1140,418,1376,41071,1963,2006,1745,34.2,48,114,10,217,56,1140,87
2016,36081122300,"Census Tract 1223, Queens County, New York",1256,50,1206,402,1498,40167,1969,2005,1848,50,49,103,9,222,45,1206,105
2017,36081122300,"Census Tract 1223, Queens County, New York",1266,57,1209,376,1189,45893,1981,2007,1718,39.2,62,49,9,236,64,1209,72
2018,36081122300,"Census Tract 1223, Queens County, New York",1305,80,1225,455,1327,40260,1960,2011,1730,51,82,35,7,262,158,1225,126
2019,36081122300,"Census Tract 1223, Queens County, New York",1297,54,1243,443,1252,57083,1962,2010,1589,37.6,147,53,0,241,149,1243,94
2020,36081122300,"Census Tract 1223, Queens County, New York",1319,24,1295,379,1055,62348,1971,2012,1584,34.2,149,22,0,219,138,1295,57
2012,36081122701,"Census Tract 1227.01, Queens County, New York",4405,291,4114,2676,6493,48121,1958,2002,1137,31.9,869,1085,286,542,692,4114,369
2013,36081122701,"Census Tract 1227.01, Queens County, New York",4321,199,4122,2552,6181,39940,1959,2002,1148,36.2,820,1138,279,501,586,4122,563
2014,36081122701,"Census Tract 1227.01, Queens County, New York",4438,183,4255,2700,6924,37176,1958,2003,1135,37.6,525,1155,278,541,675,4255,522
2015,36081122701,"Census Tract 1227.01, Queens County, New York",4528,106,4422,2728,7209,35580,1959,2005,1144,38,488,1144,257,648,654,4422,512
2016,36081122701,"Census Tract 1227.01, Queens County, New York",4408,134,4274,2466,6486,38234,1957,2007,1152,37.5,453,1036,330,529,461,4274,495
2017,36081122701,"Census Tract 1227.01, Queens County, New York",4472,97,4375,2622,7002,35208,1957,2009,1185,37.9,509,1188,449,418,547,4375,586
2018,36081122701,"Census Tract 1227.01, Queens County, New York",4554,111,4443,2659,7039,46713,1956,2011,1224,35.6,515,1258,394,461,516,4443,314
2019,36081122701,"Census Tract 1227.01, Queens County, New York",4581,148,4433,2423,5596,62192,1956,2012,1289,31.8,749,1123,349,392,510,4433,226
2012,36081122702,"Census Tract 1227.02, Queens County, New York",2825,110,2715,2427,5341,14511,1955,2000,511,27.3,262,484,1115,165,686,2715,1192
2013,36081122702,"Census Tract 1227.02, Queens County, New York",2839,111,2728,2512,5430,14799,1956,2000,531,27.5,267,555,1040,218,704,2728,1238
2014,36081122702,"Census Tract 1227.02, Queens County, New York",2876,153,2723,2496,5672,16422,1956,2002,530,27.6,280,564,973,191,804,2723,1243
2015,36081122702,"Census Tract 1227.02, Queens County, New York",2928,39,2889,2619,6090,21394,1955,2002,539,28.3,523,626,1014,169,849,2889,1142
2016,36081122702,"Census Tract 1227.02, Queens County, New York",2949,42,2907,2609,6366,22919,1955,2002,617,29.6,621,697,904,165,854,2907,1136
2017,36081122702,"Census Tract 1227.02, Queens County, New York",2965,44,2921,2609,6895,24649,1955,2004,597,28.2,644,699,853,178,945,2921,1023
2018,36081122702,"Census Tract 1227.02, Queens County, New York",2946,41,2905,2559,6502,26432,1954,2005,618,31.2,531,591,1053,122,920,2905,1079
2019,36081122702,"Census Tract 1227.02, Queens County, New York",2978,0,2978,2646,6538,22857,1954,2006,610,31.7,542,549,893,244,1033,2978,1181
2020,36081122702,"Census Tract 1227.02, Queens County, New York",2871,0,2871,2515,5459,21922,1955,2006,605,34.7,363,497,886,278,824,2871,1170
2020,36081122703,"Census Tract 1227.03, Queens County, New York",2661,12,2649,1541,3766,51381,1954,2010,1179,25,505,623,276,112,433,2649,165
2020,36081122704,"Census Tract 1227.04, Queens County, New York",2207,80,2127,1481,2820,58083,1983,2009,1675,30.6,261,379,120,286,696,2127,93
2012,36081124100,"Census Tract 1241, Queens County, New York",1307,111,1196,285,757,26146,1961,2007,1457,35.1,143,110,12,132,11,1196,187
2013,36081124100,"Census Tract 1241, Queens County, New York",1303,117,1186,353,1020,45903,1963,2009,1500,29.2,153,116,33,159,22,1186,204
2014,36081124100,"Census Tract 1241, Queens County, New York",1281,136,1145,314,1004,52143,1969,2011,1628,26.6,105,49,32,188,25,1145,196
2015,36081124100,"Census Tract 1241, Queens County, New York",1294,184,1110,252,788,58750,1959,2011,1493,24.6,71,47,30,133,23,1110,134
2016,36081124100,"Census Tract 1241, Queens County, New York",1323,142,1181,329,1024,50719,1967,2012,1542,25.3,88,123,27,131,30,1181,131
2017,36081124100,"Census Tract 1241, Queens County, New York",1380,172,1208,354,1076,55208,1963,2012,1506,32.9,122,151,36,121,55,1208,113
2018,36081124100,"Census Tract 1241, Queens County, New York",1386,115,1271,379,1041,58125,1956,2014,1746,35.4,175,175,53,116,44,1271,139
2019,36081124100,"Census Tract 1241, Queens County, New York",1378,126,1252,462,1150,53636,1955,2014,1617,39.2,225,212,58,139,61,1252,155
2020,36081124100,"Census Tract 1241, Queens County, New York",1447,63,1384,490,1293,59063,1954,2016,1697,39.8,286,161,50,234,53,1384,132
2012,36081124700,"Census Tract 1247, Queens County, New York",1215,7,1208,171,525,28964,1950,2006,1692,50,67,80,0,16,75,1208,120
2013,36081124700,"Census Tract 1247, Queens County, New York",1226,9,1217,134,374,31136,1951,2009,1467,50,79,75,0,31,28,1217,128
2014,36081124700,"Census Tract 1247, Queens County, New York",1212,28,1184,142,425,39063,1949,2009,1660,19.5,82,65,0,42,35,1184,129
2015,36081124700,"Census Tract 1247, Queens County, New York",1215,50,1165,158,600,56667,1949,2010,1694,30.2,83,71,0,48,39,1165,130
2016,36081124700,"Census Tract 1247, Queens County, New York",1194,69,1125,150,560,NA,1951,2011,1844,23.6,65,62,0,60,28,1125,128
2017,36081124700,"Census Tract 1247, Queens County, New York",1205,75,1130,120,340,NA,1948,2010,1901,22.5,36,62,0,58,0,1130,126
2018,36081124700,"Census Tract 1247, Queens County, New York",1208,91,1117,141,416,NA,1946,2013,1816,24.3,46,61,0,80,0,1117,146
2019,36081124700,"Census Tract 1247, Queens County, New York",1206,110,1096,166,503,NA,1950,2015,1951,27.7,85,61,0,105,0,1096,150
2020,36081124700,"Census Tract 1247, Queens County, New York",1183,79,1104,133,378,NA,1951,2016,1943,27.3,64,49,0,84,0,1104,131
2012,36081125700,"Census Tract 1257, Queens County, New York",1058,89,969,508,1415,40696,1954,2002,1274,34.2,187,96,116,189,118,969,144
2013,36081125700,"Census Tract 1257, Queens County, New York",1029,110,919,436,1392,40652,1959,2004,1345,37.4,154,87,123,176,32,919,227
2014,36081125700,"Census Tract 1257, Queens County, New York",1038,96,942,374,1102,40583,1958,2005,1399,46.2,125,111,69,131,49,942,210
2015,36081125700,"Census Tract 1257, Queens County, New York",1021,95,926,350,976,31667,1960,2005,1425,39.5,141,108,62,108,60,926,207
2016,36081125700,"Census Tract 1257, Queens County, New York",1000,102,898,397,1280,39116,1958,2010,1490,41.5,196,105,82,101,83,898,178
2017,36081125700,"Census Tract 1257, Queens County, New York",989,85,904,415,1309,29391,1955,2012,1499,50,199,82,76,140,84,904,184
2018,36081125700,"Census Tract 1257, Queens County, New York",996,85,911,467,1433,41366,1955,2012,1684,42.5,201,71,101,145,136,911,143
2019,36081125700,"Census Tract 1257, Queens County, New York",994,80,914,589,1836,53958,1959,2012,1704,35.5,250,93,141,150,191,914,119
2020,36081125700,"Census Tract 1257, Queens County, New York",1097,123,974,513,1407,47662,1955,2012,1610,37.9,184,53,168,143,149,974,113
2012,36081126500,"Census Tract 1265, Queens County, New York",597,13,584,265,557,29375,1950,2002,971,44.4,114,123,22,79,17,584,82
2013,36081126500,"Census Tract 1265, Queens County, New York",585,13,572,253,579,35795,1948,2003,953,35.3,92,80,19,92,34,572,75
2014,36081126500,"Census Tract 1265, Queens County, New York",594,30,564,257,531,28550,1956,2000,961,38.9,106,69,32,98,49,564,92
2015,36081126500,"Census Tract 1265, Queens County, New York",576,46,530,248,523,26667,1954,2008,909,46.8,88,61,28,80,56,530,112
2016,36081126500,"Census Tract 1265, Queens County, New York",587,59,528,240,506,29130,1939,2010,893,44,83,50,25,70,54,528,98
2017,36081126500,"Census Tract 1265, Queens County, New York",610,49,561,254,609,NA,1950,2008,981,39.2,104,41,14,95,57,561,77
2018,36081126500,"Census Tract 1265, Queens County, New York",602,43,559,220,565,NA,1953,2006,1079,39.6,117,38,13,103,22,559,72
2019,36081126500,"Census Tract 1265, Queens County, New York",595,28,567,187,494,38977,1952,2008,1306,46.5,89,33,6,89,6,567,71
2020,36081126500,"Census Tract 1265, Queens County, New York",542,14,528,140,413,70192,1954,2004,1446,35.4,107,12,11,104,0,528,38
2012,36081126700,"Census Tract 1267, Queens County, New York",745,22,723,145,466,53125,1954,2011,1292,28.9,49,59,14,39,33,723,67
2013,36081126700,"Census Tract 1267, Queens County, New York",744,21,723,214,747,77632,1939,2005,1406,25.6,63,43,13,109,49,723,98
2014,36081126700,"Census Tract 1267, Queens County, New York",749,42,707,214,711,78030,1939,2007,1392,25,48,39,32,103,40,707,89
2015,36081126700,"Census Tract 1267, Queens County, New York",729,52,677,215,735,NA,1939,2009,1435,25.4,58,43,27,92,53,677,119
2016,36081126700,"Census Tract 1267, Queens County, New York",750,66,684,189,660,NA,1939,2008,1422,25.7,48,26,19,94,50,684,108
2017,36081126700,"Census Tract 1267, Queens County, New York",754,82,672,169,678,NA,1939,2009,1505,29.3,38,15,25,73,56,672,118
2018,36081126700,"Census Tract 1267, Queens County, New York",758,103,655,156,623,NA,1946,2014,1621,51,29,18,38,32,55,655,169
2019,36081126700,"Census Tract 1267, Queens County, New York",757,77,680,156,588,21250,1946,2016,1625,51,57,25,21,18,59,680,185
2020,36081126700,"Census Tract 1267, Queens County, New York",780,63,717,215,774,NA,1943,2017,1453,32.1,42,86,22,21,48,717,167
2012,36081127700,"Census Tract 1277, Queens County, New York",1164,32,1132,141,386,62782,1950,2006,1887,50,68,129,0,0,12,1132,24
2013,36081127700,"Census Tract 1277, Queens County, New York",1159,31,1128,162,512,65909,1946,2010,1935,34.5,53,148,0,0,14,1128,57
2014,36081127700,"Census Tract 1277, Queens County, New York",1165,92,1073,168,528,65441,1947,2011,1945,34.8,59,154,0,0,14,1073,80
2015,36081127700,"Census Tract 1277, Queens County, New York",1192,122,1070,157,522,88347,1945,NA,2209,39.9,81,122,35,0,0,1070,89
2016,36081127700,"Census Tract 1277, Queens County, New York",1192,151,1041,133,442,90685,1947,NA,2137,39.7,73,99,34,0,0,1041,74
2017,36081127700,"Census Tract 1277, Queens County, New York",1168,141,1027,78,347,124444,1947,NA,3501,34.5,46,42,36,0,0,1027,81
2018,36081127700,"Census Tract 1277, Queens County, New York",1190,140,1050,94,313,147500,1948,NA,3501,37.2,87,18,76,0,0,1050,30
2019,36081127700,"Census Tract 1277, Queens County, New York",1188,67,1121,93,305,172708,1948,NA,3501,37.1,85,19,74,0,0,1121,10
2020,36081127700,"Census Tract 1277, Queens County, New York",1113,70,1043,74,311,NA,1974,2014,NA,17.8,65,9,65,0,0,1043,5
2012,36081128300,"Census Tract 1283, Queens County, New York",22,0,22,4,4,NA,NA,2011,NA,NA,0,4,0,0,0,22,0
2013,36081128300,"Census Tract 1283, Queens County, New York",37,0,37,4,4,NA,NA,NA,NA,NA,0,4,0,0,0,37,0
2014,36081128300,"Census Tract 1283, Queens County, New York",37,0,37,5,5,NA,NA,NA,NA,NA,0,5,0,0,0,37,0
2015,36081128300,"Census Tract 1283, Queens County, New York",25,0,25,4,4,NA,NA,NA,NA,NA,0,4,0,0,0,25,0
2016,36081128300,"Census Tract 1283, Queens County, New York",34,0,34,5,5,NA,NA,NA,NA,NA,0,5,0,0,0,34,0
2017,36081128300,"Census Tract 1283, Queens County, New York",25,0,25,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,25,0
2018,36081128300,"Census Tract 1283, Queens County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2019,36081128300,"Census Tract 1283, Queens County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2020,36081128300,"Census Tract 1283, Queens County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2012,36081129102,"Census Tract 1291.02, Queens County, New York",1223,44,1179,85,334,63125,1956,2004,1813,50,42,79,0,6,0,1179,49
2013,36081129102,"Census Tract 1291.02, Queens County, New York",1213,28,1185,88,256,67632,1953,2005,1231,32.6,58,75,0,13,0,1185,36
2014,36081129102,"Census Tract 1291.02, Queens County, New York",1206,31,1175,76,169,61500,1951,2005,1116,50,50,64,0,12,0,1175,92
2015,36081129102,"Census Tract 1291.02, Queens County, New York",1242,37,1205,76,160,117981,1949,2005,1015,24,60,58,0,18,0,1205,93
2016,36081129102,"Census Tract 1291.02, Queens County, New York",1236,61,1175,95,270,NA,1952,2009,NA,10,42,86,0,9,0,1175,82
2017,36081129102,"Census Tract 1291.02, Queens County, New York",1263,58,1205,127,413,121719,1954,2010,NA,10,45,108,0,8,11,1205,75
2018,36081129102,"Census Tract 1291.02, Queens County, New York",1336,47,1289,124,493,130568,1956,2011,3444,25.3,25,95,0,9,20,1289,83
2019,36081129102,"Census Tract 1291.02, Queens County, New York",1319,73,1246,135,539,118750,1957,2010,3501,14.3,16,91,0,17,27,1246,52
2020,36081129102,"Census Tract 1291.02, Queens County, New York",1278,51,1227,131,502,120536,1956,2011,3501,20,28,84,0,25,22,1227,33
2012,36081129103,"Census Tract 1291.03, Queens County, New York",2019,182,1837,355,653,41597,1956,1985,1040,31.9,124,257,15,65,18,1837,165
2013,36081129103,"Census Tract 1291.03, Queens County, New York",2025,200,1825,315,532,41250,1957,1982,1161,32.9,101,238,0,77,0,1825,189
2014,36081129103,"Census Tract 1291.03, Queens County, New York",2039,145,1894,358,555,40109,1959,1984,1141,36.9,101,280,0,78,0,1894,217
2015,36081129103,"Census Tract 1291.03, Queens County, New York",2056,146,1910,373,570,27448,1958,1991,1328,48,82,249,0,124,0,1910,161
2016,36081129103,"Census Tract 1291.03, Queens County, New York",2045,188,1857,377,706,37554,1958,1999,1386,41.3,113,262,0,102,13,1857,170
2017,36081129103,"Census Tract 1291.03, Queens County, New York",2072,156,1916,379,810,29821,1957,1997,1533,42.8,97,252,0,75,52,1916,228
2018,36081129103,"Census Tract 1291.03, Queens County, New York",2121,158,1963,380,759,34375,1957,2001,1567,42,109,241,0,70,69,1963,234
2019,36081129103,"Census Tract 1291.03, Queens County, New York",2132,180,1952,358,724,36389,1956,2006,1709,51,138,212,0,69,77,1952,243
2020,36081129103,"Census Tract 1291.03, Queens County, New York",2099,177,1922,400,777,54697,1955,2000,1708,36,191,216,0,38,146,1922,196
2012,36081129104,"Census Tract 1291.04, Queens County, New York",2023,62,1961,352,473,33750,1951,1979,922,23.6,89,263,46,29,0,1961,190
2013,36081129104,"Census Tract 1291.04, Queens County, New York",1977,21,1956,327,475,43750,1953,1993,954,24.6,88,217,60,18,11,1956,177
2014,36081129104,"Census Tract 1291.04, Queens County, New York",1939,20,1919,253,438,54097,1954,1998,1046,21.7,74,152,40,51,10,1919,162
2015,36081129104,"Census Tract 1291.04, Queens County, New York",1953,69,1884,260,476,44000,1955,1999,1182,24.1,92,150,9,90,11,1884,128
2016,36081129104,"Census Tract 1291.04, Queens County, New York",1970,58,1912,313,554,55670,1955,1996,1000,26.6,101,193,10,69,41,1912,102
2017,36081129104,"Census Tract 1291.04, Queens County, New York",1979,93,1886,301,805,55265,1955,2007,1493,32.6,106,126,21,112,42,1886,108
2018,36081129104,"Census Tract 1291.04, Queens County, New York",1968,100,1868,375,933,57734,1954,2002,1345,33.4,132,207,9,117,42,1868,99
2019,36081129104,"Census Tract 1291.04, Queens County, New York",1961,108,1853,506,1267,57897,1954,1995,1088,32.3,176,300,9,95,102,1853,110
2020,36081129104,"Census Tract 1291.04, Queens County, New York",1834,108,1726,440,1091,58413,1954,1995,1096,31.3,161,261,6,69,104,1726,115
2012,36081130100,"Census Tract 1301, Queens County, New York",1656,171,1485,238,628,47143,1954,2006,1139,26.2,82,129,28,21,60,1485,153
2013,36081130100,"Census Tract 1301, Queens County, New York",1657,128,1529,214,581,50938,1951,2006,1347,26.1,81,101,54,17,42,1529,161
2014,36081130100,"Census Tract 1301, Queens County, New York",1624,137,1487,252,712,51563,1952,2005,1280,27.8,82,119,49,27,57,1487,177
2015,36081130100,"Census Tract 1301, Queens County, New York",1618,95,1523,361,1005,52448,1952,2006,1265,25.9,99,134,94,36,97,1523,188
2016,36081130100,"Census Tract 1301, Queens County, New York",1588,123,1465,327,926,58698,1952,2005,1196,23.3,104,97,100,26,81,1465,169
2017,36081130100,"Census Tract 1301, Queens County, New York",1608,120,1488,251,673,72757,1953,2005,1207,23.2,67,60,91,23,82,1488,161
2018,36081130100,"Census Tract 1301, Queens County, New York",1616,154,1462,233,626,65893,1955,2007,1182,22,32,58,51,22,90,1462,119
2019,36081130100,"Census Tract 1301, Queens County, New York",1632,122,1510,247,637,59698,1954,2007,1335,21.3,40,63,57,15,97,1510,144
2020,36081130100,"Census Tract 1301, Queens County, New York",1608,142,1466,177,444,58708,1986,2012,1171,38.6,27,51,47,6,54,1466,68
2012,36081133300,"Census Tract 1333, Queens County, New York",1430,137,1293,274,757,90729,1952,2004,1708,25.9,188,122,6,100,46,1293,91
2013,36081133300,"Census Tract 1333, Queens County, New York",1416,129,1287,329,883,77298,1953,2004,1679,26.4,224,179,0,105,45,1287,116
2014,36081133300,"Census Tract 1333, Queens County, New York",1395,111,1284,331,815,75221,1954,2004,1634,27.8,200,162,0,119,50,1284,105
2015,36081133300,"Census Tract 1333, Queens County, New York",1394,149,1245,362,988,75800,1950,2010,1691,27.1,149,181,13,118,50,1245,111
2016,36081133300,"Census Tract 1333, Queens County, New York",1393,92,1301,344,1016,85000,1949,2011,1682,27.4,145,189,22,115,18,1301,131
2017,36081133300,"Census Tract 1333, Queens County, New York",1345,84,1261,308,1023,60776,1952,2011,1716,29.4,103,179,10,104,15,1261,136
2018,36081133300,"Census Tract 1333, Queens County, New York",1380,113,1267,278,951,92845,1950,2011,1828,29.2,73,173,15,81,9,1267,111
2019,36081133300,"Census Tract 1333, Queens County, New York",1381,102,1279,273,981,97198,1949,2012,1966,28.2,74,143,16,92,14,1279,91
2020,36081133300,"Census Tract 1333, Queens County, New York",1337,103,1234,224,702,107273,1954,2016,1858,25,122,71,0,136,8,1234,69
2012,36081133900,"Census Tract 1339, Queens County, New York",467,55,412,27,173,115208,1946,2011,2001,NA,21,21,0,0,0,412,39
2013,36081133900,"Census Tract 1339, Queens County, New York",462,30,432,48,274,89423,1942,2011,NA,NA,19,39,0,0,0,432,51
2014,36081133900,"Census Tract 1339, Queens County, New York",460,46,414,47,260,49083,1939,2011,2001,50,20,24,0,15,0,414,40
2015,36081133900,"Census Tract 1339, Queens County, New York",462,60,402,48,231,NA,1939,2012,2550,50,19,22,0,15,5,402,29
2016,36081133900,"Census Tract 1339, Queens County, New York",452,52,400,65,336,147813,1943,2014,2438,34.4,27,32,0,11,18,400,21
2017,36081133900,"Census Tract 1339, Queens County, New York",454,49,405,52,234,NA,1939,2013,2350,50,21,20,0,15,17,405,38
2018,36081133900,"Census Tract 1339, Queens County, New York",464,54,410,38,173,NA,1949,2015,1885,28.3,16,9,0,7,22,410,25
2019,36081133900,"Census Tract 1339, Queens County, New York",460,64,396,30,158,168846,1955,2016,NA,27.3,13,13,0,0,17,396,24
2020,36081133900,"Census Tract 1339, Queens County, New York",442,37,405,18,121,172250,1953,NA,3501,26.5,13,10,0,3,5,405,33
2012,36081134100,"Census Tract 1341, Queens County, New York",1025,59,966,146,462,65488,1953,2006,1417,44.2,61,19,0,104,8,966,49
2013,36081134100,"Census Tract 1341, Queens County, New York",1097,54,1043,150,573,39943,1949,2006,2001,50,87,26,0,92,16,1043,61
2014,36081134100,"Census Tract 1341, Queens County, New York",1092,50,1042,198,741,41250,1950,2007,1750,50,115,32,0,127,16,1042,50
