address,county_fips,boroid,censustract,census_tract,geoid,geoid_nyp
524 VANDALIA AVENUE,NA,3,1070,NA,NA,NA
236 E16TH STREET,047,3,512,051200,36047051200,36047051200
14636 231 STREET,081,4,690,069000,36081069000,36081069000
755 EAST 9TH ST,047,3,460,046000,36047046000,36047046000
2915 TIEMANN AVE,005,2,356,035600,36005035600,36005035600
1415 NEEDHAM AVENUE,005,2,386,038600,36005038600,36005038600
1 METROPOLITAN OVAL,005,2,21001,021001,36005021001,NA
2916 HERING AVENUE,005,2,348,034800,36005034800,36005034800
526 EAST 82ND STREET,061,1,136,013600,36061013600,NA
277 QUINCY STREET APT # 6,047,3,NA,025100,36047025100,NA
591 HART STREET,047,3,423,042300,36047042300,36047042300
3036 BRONXWOOD AVE,005,2,342,034200,36005034200,36005034200
3805 REVIEW PLACE,005,2,283,028300,36005028300,36005028300
10335 120TH STREET,081,4,15802,015802,36081015802,NA
67 WALL STREET,061,1,7,000700,36061000700,36061000700
1729 PITKIN AVENUE,047,3,906,090600,36047090600,36047090600
15040 72ND ROAD,081,4,77908,077908,36081077908,NA
3706 80TH STREET,081,4,285,028500,36081028500,36081028500
1565 NOSTRAND AVENUE,047,3,824,082400,36047082400,36047082400
250 FRONT STREET,061,1,1501,001501,36061001501,NA
503 NECKAR AVENUE ENTIRE PREMISES,085,5,NA,005000,36085005000,NA
3506 HULL AVE,005,2,431,043100,36005043100,NA
33 16 82ND STREET,081,4,283,028300,36081028300,36081028300
1034 EAST 100TH ST,047,3,988,098800,36047098800,36047098800
4010 VERNON BLVD,081,4,25,002500,36081002500,36081002500
1413 AVENUE J GRND FLR BSMT COM,047,3,NA,053000,36047053000,NA
20951 111TH ROAD,081,4,53601,053601,36081053601,NA
1270 EAST 51ST ST STORAGE UNIT 157A6,047,3,NA,072800,36047072800,NA
1588 MADISON AVEGROCERY,061,1,NA,017401,36061017401,NA
534 EAST 138TH ST UNIT 505,005,2,25,002500,36005002500,36005002500
1 EAST 213 STREET AK A 3594 JEROME AVENUE,005,2,431,043100,36005043100,NA
47 W 130TH STREET,061,1,208,020800,36061020800,36061020800
227 BEACH 31ST ST,081,4,992,099200,36081099200,36081099200
639 4TH AVENUE UNIT 9C,047,3,143,014300,36047014300,36047014300
1772 FULTON STREET,047,3,299,029900,36047029900,36047029900
1145 EAST 35TH ST,047,3,740,074000,36047074000,36047074000
1030 55TH STREET,047,3,216,021600,36047021600,36047021600
255 YORK AVENUE,085,5,77,007700,36085007700,36085007700
330 48TH STREET APT 3,047,3,78,007800,36047007800,36047007800
1809 MARMION AVENUE,005,2,367,036700,36005036700,36005036700
56 TAFT AVE,085,5,9,000900,36085000900,36085000900
482 EAST 167TH ST,005,2,185,018500,36005018500,NA
3503 FOSTER AVENUE,047,3,830,083000,36047083000,36047083000
600 PARK PLACE,NA,3,217,NA,36047021700,36047021700
872 6TH AVENUE 3RD FLOOR,NA,1,76,NA,36061007600,36061007600
2895 GRAND CONCOURSE,005,2,40701,040701,36005040701,NA
41 NOSTRAND AVENUE,047,3,255,025500,36047025500,36047025500
2528 PARSONS BLVD,081,4,1047,104700,36081104700,36081104700
226 EAST 7TH STREET,047,3,504,050400,36047050400,NA
14742 75TH AVENUE,081,4,77907,077907,36081077907,NA
3116 101ST ST,081,4,363,036300,36081036300,36081036300
12441250 MORRISON AVE,NA,2,62,NA,36005006200,36005006200
3940 51ST STREET,081,4,169,016900,36081016900,36081016900
1540 LONGFELLOW AVE,005,2,157,015700,36005015700,36005015700
2063 PITMAN AVENUE,005,2,444,044400,36005044400,36005044400
5664 FORT WASHINGTON AVENUE,NA,1,245,NA,36061024500,36061024500
20 EXCHANGE PLACE,061,1,7,000700,36061000700,36061000700
4804 AVENUE O APT1 BASEMENT,047,3,NA,067200,36047067200,NA
1648 HAIGHT AVE,005,2,254,025400,36005025400,36005025400
540 W 189TH ST ONE BEDROOM ON THE LEFT END OF HALANY COMMON AREAS,061,1,NA,027700,36061027700,NA
1368 NEW YORK AVENUE,047,3,830,083000,36047083000,36047083000
314 EAST 196TH ST,005,2,40502,040502,36005040502,NA
546 GATES AVENUE,047,3,265,026500,36047026500,36047026500
131 LINCOLN ROAD,047,3,79801,079801,36047079801,NA
1719 QUENTIN ROAD,047,3,552,055200,36047055200,36047055200
1049 MONTGOMERY ST,047,3,355,035500,36047035500,36047035500
953 METROPOLITAN AVE,047,3,481,048100,36047048100,36047048100
11445 210 STREET,NA,4,53401,NA,NA,NA
366 WEST 52ND STREET,061,1,133,013300,36061013300,36061013300
623 SACKETT STREET COMMERCIAL STORE,047,3,NA,011900,36047011900,NA
266 WEST 73RD STREET,061,1,159,015900,36061015900,36061015900
769 ST MARKS AVENUE,047,3,313,031300,36047031300,36047031300
202204 SIXTH AVENUE,NA,1,49,NA,36061004900,36061004900
14556 LIBERTY AVENUE,NA,4,204,NA,36081020400,36081020400
959 ST MARKS AVENUE,047,3,311,031100,36047031100,36047031100
305 WEST 50TH STREET,061,1,133,013300,36061013300,36061013300
2949 WEST 28TH ST,047,3,342,034200,36047034200,36047034200
1607 SCHENECTADY AVE,047,3,724,072400,36047072400,36047072400
2355 WILLIAMSBRIDGE ROAD,005,2,324,032400,36005032400,36005032400
3569 DEKALB AVENUE,005,2,431,043100,36005043100,NA
1277 EAST 69TH STREE,NA,3,69601,NA,NA,NA
1752 WALTON AVENUE WHEN YOU WALK IN BY THE LEFT THDOOR TO THE RIGHT IN,005,2,NA,022701,36005022701,NA
2328 MERMAID AVENUE GROUND FLOOR STORE,047,3,NA,032600,36047032600,NA
1742 UNION STREET,047,3,349,034900,36047034900,NA
2713 NEWKIRK AVENUE,047,3,828,082800,36047082800,36047082800
25 CORNELIA STREET,061,1,67,006700,36061006700,36061006700
1878A CROSS BRONX EXPRESSWAY,NA,2,NA,NA,NA,NA
1104 34TH AVEBASEMENT APT,081,4,NA,008500,36081008500,NA
712 ST NICHOLAS AVENUE,061,1,231,023100,36061023100,36061023100
767 FRANKLIN AVENUE,047,3,219,021900,36047021900,36047021900
43 CASWELL AVENUE TWO BEDROOM APT,085,5,NA,018901,36085018901,NA
115 WASHINGTON PLACE,061,1,71,007100,36061007100,36061007100
2340 MOTT AVE,NA,4,103201,NA,NA,NA
540 BEACH 67TH ST,081,4,964,096400,36081096400,36081096400
1820 MORRIS AVENUE,005,2,22701,022701,36005022701,NA
9517 43RD AVENUE,081,4,465,046500,36081046500,36081046500
370 MOSEL AVENUE,085,5,40,004000,36085004000,NA
5985 SHORE PARKWAY,047,3,1034,103400,36047103400,NA
424 SENATOR STREET,047,3,126,012600,36047012600,36047012600
102 MARCUS GARVEY BL,047,3,283,028300,36047028300,36047028300
1551 SHERIDAN AVENUE,005,2,225,022500,36005022500,36005022500
470 DEKALB AVENUE,047,3,233,023300,36047023300,36047023300
1111 LAFAYETTE AVE,047,3,395,039500,36047039500,36047039500
55 PALMER AVENUE,085,5,213,021300,36085021300,36085021300
3305 CHURCH AVENUE,047,3,818,081800,36047081800,36047081800
376 AUTUMN AVENUE,047,3,1186,118600,36047118600,36047118600
635 EAST 169TH ST,005,2,149,014900,36005014900,36005014900
11831 199TH ST,081,4,376,037600,36081037600,36081037600
5 EAST 93RD STREET,047,3,882,088200,36047088200,36047088200
1127 WILLMOHR STREET,047,3,890,089000,36047089000,36047089000
1829 123RD STREET,081,4,925,092500,36081092500,36081092500
1285 ARNOW AVENUE 2ND FLOOR,005,2,350,035000,36005035000,36005035000
504 VAN SICLEN AVE,047,3,1160,116000,36047116000,36047116000
452 EMPIRE BLVD,047,3,329,032900,36047032900,36047032900
2409 CROTONA AVENUE,005,2,389,038900,36005038900,36005038900
405 W 149TH ST AKA 441 CONVENT AVE,061,1,231,023100,36061023100,36061023100
115 EAST MOSHOLU PAR,005,2,NA,041900,36005041900,NA
3919 HARPER AVE,005,2,456,045600,36005045600,36005045600
12630 INWOOD STREET,081,4,790,079000,36081079000,36081079000
950954 WOODYCREST AVENUE VARIETYSTORE AKA 79 W 162ND ST,005,2,NA,018900,36005018900,NA
389 NEW JERSEY AVERM 2 3,NA,3,NA,NA,NA,NA
1335 WEST 7TH STREET,047,3,432,043200,36047043200,36047043200
405 E 16TH STREET,047,3,514,051400,36047051400,36047051400
736 WILLOUGHBY AVE,047,3,283,028300,36047028300,36047028300
3550 9TH STREET,081,4,39,003900,36081003900,36081003900
2383 WASHINGTON AVENUE,005,2,385,038500,36005038500,36005038500
4010 25TH AVENUE STORE FRONT,081,4,143,014300,36081014300,36081014300
17 LEGION STREET STORE # 1,047,3,NA,090000,36047090000,NA
337 EAST 21ST STREET,061,1,64,006400,36061006400,36061006400
610 EAST 237TH STREET,005,2,418,041800,36005041800,36005041800
950 BRONX PARK SOUTH,005,2,363,036300,36005036300,36005036300
1169 E86TH STREET BASEMENT,047,3,NA,099400,36047099400,NA
1621 LEXINGTON AVE,061,1,166,016600,36061016600,36061016600
1878 58TH STREET BSMT,047,3,NA,024400,36047024400,NA
2020 WALTON AVE,005,2,241,024100,36005024100,36005024100
1743 NORMAN STREET,081,4,555,055500,36081055500,36081055500
6509 METROPOLITAN AVENUE,081,4,603,060300,36081060300,36081060300
1543 PARK PLACE,047,3,347,034700,36047034700,36047034700
1235 WOODYCREST AVENUE,005,2,199,019900,36005019900,36005019900
20 WATERSIDE PLAZA,061,1,62,006200,36061006200,36061006200
3258 CAMBRIDGE AVEBASEMENT APT,005,2,NA,029500,36005029500,NA
826 NINTH AVENUE,061,1,139,013900,36061013900,36061013900
8829 155TH AVENUE APARTMENT 1K,081,4,6201,006201,36081006201,NA
314 E 183RD ST,005,2,38301,038301,36005038301,NA
29 BOGARDUS STREET A /K/A 3082 EMMONS AVE,047,3,622,062200,36047062200,36047062200
2323 CRESTON AVENUE,005,2,23703,023703,36005023703,NA
240 GORDON ST,085,5,29,002900,36085002900,36085002900
1046 GREENE AVENUE APT# 1C,047,3,387,038700,36047038700,36047038700
223 SECOND AVENUE,061,1,40,004000,36061004000,NA
1135 PELHAM PKWY,005,2,326,032600,36005032600,36005032600
440 BLAKE AVENUE UNIT 1 A/K/A1ST FL,047,3,910,091000,36047091000,36047091000
278 ALBANY AVENUE,047,3,339,033900,36047033900,36047033900
9707 63RD ROAD,081,4,71701,071701,36081071701,NA
1523 ST JOHNS PLACE,047,3,357,035700,36047035700,NA
1276 FLATBUSH AVEAK A 50 STEPHENS COURT,047,3,51601,051601,36047051601,NA
2628 EAST 129TH ST,NA,1,206,NA,36061020600,36061020600
1 TENNIS COURT,047,3,51002,051002,36047051002,NA
862 SCHENECTADY AVEROOM 3,047,3,870,087000,36047087000,36047087000
2315 WALTON AVENUE,005,2,239,023900,36005023900,36005023900
30 EAST CLARKE PLACE,005,2,22101,022101,36005022101,NA
240 WEST 73RD ST,061,1,159,015900,36061015900,36061015900
2115 HONEYWELL AVE,005,2,363,036300,36005036300,36005036300
2141 HOLLAND AVENUE,005,2,22403,022403,36005022403,NA
50709 EAST 11TH ST,NA,1,34,NA,36061003400,36061003400
255 PENNSYLVANIA AVE,047,3,1144,114400,36047114400,36047114400
144 SEAMAN AVENUE,061,1,295,029500,36061029500,36061029500
919 ASHFORD STREET APT # 2ND FLOOR,047,3,NA,111600,36047111600,NA
865B WALTON AVSTORE #2 ATTORNEYS AT LAW,005,2,NA,006300,36005006300,NA
3800 PUTNAM AVENUE,005,2,NA,028300,36005028300,NA
370 CYPRESS AVENUE,005,2,33,003300,36005003300,36005003300
250 W 93RD ST,061,1,179,017900,36061017900,36061017900
196 CLINTON AVENUE,047,3,195,019500,36047019500,36047019500
773 CARROLL STREET,047,3,NA,015700,36047015700,NA
2250 WALLACE AVE,005,2,328,032800,36005032800,36005032800
1475 THIERIOT AVENUE,NA,2,218,NA,36005021800,36005021800
9821 97TH AVENUE,081,4,32,003200,36081003200,36081003200
2109 35TH AVENUE,081,4,47,004700,36081004700,36081004700
312 OSBORN STREET,047,3,912,091200,36047091200,36047091200
1800 HERING AVENUE,005,2,288,028800,36005028800,36005028800
124126 MOTT STREET,NA,1,41,NA,36061004100,36061004100
65 FEATHERBED LANE,005,2,21502,021502,36005021502,NA
1031 TRINITY AVENUE,005,2,185,018500,36005018500,NA
9830 57TH AVENUE,081,4,455,045500,36081045500,36081045500
443 THIRD AVENUE,061,1,70,007000,36061007000,NA
1616 WOODROW ROAD LEFT SIDE ENTRANCE,085,5,NA,022600,36085022600,NA
896 GATES AVENUE,047,3,385,038500,36047038500,36047038500
1062 SAINT JOHNS PL UNIT/SPACE L104,047,3,339,033900,36047033900,36047033900
268 FOUNTAIN AVENUE,047,3,1194,119400,36047119400,36047119400
444 E 82 STREET,061,1,136,013600,36061013600,NA
1586 YORK AVENUE,061,1,136,013600,36061013600,NA
586 ALBANY AVENUE STORE,047,3,NA,081000,36047081000,NA
398 WEST STREET,061,1,75,007500,36061007500,36061007500
360 43RD STREET UNIT 1A,047,3,82,008200,36047008200,36047008200
8449 168 STREET,081,4,454,045400,36081045400,36081045400
539 86TH STREET,047,3,142,014200,36047014200,36047014200
690 MONROE STREET,047,3,385,038500,36047038500,36047038500
55 BROADWAYSUITE 1902,061,1,NA,001300,36061001300,NA
888 PARK AVENUE,047,3,28502,028502,36047028502,NA
1584 86TH ST CORNER STORE BSMT,047,3,NA,017200,36047017200,NA
2511 FRISBY AVE,005,2,200,020000,36005020000,36005020000
7278 WADSWORTH TERR,061,1,279,027900,36061027900,36061027900
7119 72ND PLACE,081,4,623,062300,36081062300,36081062300
1737 CONEY ISLAND AVE,047,3,542,054200,36047054200,36047054200
229 EAST 43RD STREET,047,3,858,085800,36047085800,36047085800
3467 DEKALB AVE,005,2,421,042100,36005042100,36005042100
980 TRINITY AVENUE,005,2,133,013300,36005013300,36005013300
252 EGBERT AVENUE,085,5,151,015100,36085015100,36085015100
1375 OCEAN AVENUE,047,3,772,077200,36047077200,36047077200
3333 HENRY HUDSON PARKWAY,005,2,30701,030701,36005030701,NA
1173 EAST 56TH ST,047,3,678,067800,36047067800,36047067800
21610 JAMAICA AVENUE,081,4,568,056800,36081056800,36081056800
24346 MAYDA ROAD,081,4,664,066400,36081066400,NA
2805 24TH AVENUE,081,4,115,011500,36081011500,36081011500
196 WEST 10TH STREET,061,1,73,007300,36061007300,36061007300
222 BEACH 29TH ST,081,4,99802,099802,36081099802,NA
929 EAST 76 STREET,047,3,956,095600,36047095600,36047095600
20908 42ND AVENUE FIRST BASEMENT,081,4,NA,146700,36081146700,NA
910 SHERIDAN AVENUE,005,2,18302,018302,36005018302,NA
1001 LINCOLN PLACE,047,3,339,033900,36047033900,36047033900
601 CROWN STREET,047,3,333,033300,36047033300,36047033300
495 JEWETT AVESTORE A,085,5,151,015100,36085015100,36085015100
213 EAST 92ND ST APT 2R2FL REAR,047,3,NA,088200,36047088200,NA
201 WEST 121ST ST,061,1,220,022000,36061022000,36061022000
15002 88TH AVENUE,081,4,236,023600,36081023600,36081023600
12451 135TH PLACE,081,4,814,081400,36081081400,36081081400
173 BEACH 29TH STREET,081,4,99802,099802,36081099802,NA
399 ST JOHNS PLACE,047,3,207,020700,36047020700,36047020700
2094 BOSTON ROAD,005,2,361,036100,36005036100,36005036100
1670 FULTON STREET,047,3,271,027100,36047027100,36047027100
7 DEY STREET SUITE 1401,061,1,13,001300,36061001300,36061001300
21229 HILLSIDE AVE,081,4,552,055200,36081055200,36081055200
80 SOMERS STREET,047,3,369,036900,36047036900,36047036900
119123 MACDOUGAL ST AKA 116 W 3RD ST,061,1,65,006500,36061006500,36061006500
11 RICHARD LANE FRONT RIGHT ENT,085,5,NA,029104,36085029104,NA
22 EAST 119TH STREET UNIT 618,061,1,184,018400,36061018400,36061018400
7113 60TH LANE,081,4,583,058300,36081058300,36081058300
117119 MERCER STREE,NA,1,49,NA,36061004900,36061004900
10828 38TH AVE,081,4,401,040100,36081040100,NA
2080 1ST AVENUE,061,1,162,016200,36061016200,36061016200
689 9TH AVENUE,061,1,127,012700,36061012700,36061012700
606 SECOND AVENUE STORE,061,1,NA,007000,36061007000,NA
3000 BRONX PARK EAST,005,2,336,033600,36005033600,NA
145 WEST 138TH STREET,061,1,230,023000,36061023000,36061023000
33 32 147TH STREET,081,4,1159,115900,36081115900,36081115900
1109 FRANKLIN AVENUE,005,2,185,018500,36005018500,NA
95 E MOSHOLU PKWY NO,005,2,NA,041900,36005041900,NA
12046 NASHVILLE BLVD,081,4,384,038400,36081038400,36081038400
921 ST MARKS AVENUE,047,3,311,031100,36047031100,36047031100
15302 NORTHERN BLVD,081,4,1155,115500,36081115500,36081115500
15 SKINNER LANE,085,5,97,009700,36085009700,NA
1082 SOUTHERN BLVD,005,2,12701,012701,36005012701,NA
1666 BELL BLVD PARKING SPOT #288,081,4,NA,099704,36081099704,NA
161 BRIGHTON AVE,085,5,77,007700,36085007700,36085007700
4312 47TH STREET,081,4,25301,025301,36081025301,NA
240 WEST 167TH STREET,005,2,193,019300,36005019300,36005019300
171 ASHLAND PL,047,3,33,003300,36047003300,36047003300
6590 160TH ST,081,4,122701,122701,36081122701,NA
684 EAST 222ND STREET,005,2,394,039400,36005039400,36005039400
1421 BROOKLYN AVENUE,047,3,782,078200,36047078200,36047078200
180 PROSPECT PLACE,047,3,163,016300,36047016300,36047016300
1214 SHERIDAN AVENUE,005,2,17901,017901,36005017901,NA
105 WEST 29TH STREET,061,1,95,009500,36061009500,36061009500
45 TUDOR CITY PLACE,061,1,88,008800,36061008800,36061008800
610 WEST 174TH ST,061,1,263,026300,36061026300,36061026300
647 COMMONWEALTH AVE,005,2,20,002000,36005002000,NA
377 FORBELL STREET,047,3,1208,120800,36047120800,NA
208 WEST 151 STREET,061,1,236,023600,36061023600,36061023600
31 DIKEMAN STREET,047,3,53,005300,36047005300,NA
3302 AVENUE K BASEMENT,047,3,NA,074400,36047074400,NA
10930 160TH STREET,081,4,260,026000,36081026000,36081026000
16625 89TH AVENUE,081,4,460,046000,36081046000,36081046000
6836 138TH STREET,081,4,809,080900,36081080900,36081080900
25 BOERUM STREET,047,3,511,051100,36047051100,36047051100
750 BRYANT AVENUE,005,2,117,011700,36005011700,NA
2021 EAST 41ST ST,047,3,736,073600,36047073600,36047073600
4307 42 STREET,081,4,18102,018102,36081018102,NA
41 WEST 112TH ST,061,1,186,018600,36061018600,36061018600
1121 MORRISON AVENUE,005,2,48,004800,36005004800,36005004800
2364 LORILLARD PLACE,005,2,387,038700,36005038700,36005038700
319 WEST 94TH STREET,061,1,183,018300,36061018300,36061018300
2819 161 STREET,081,4,1059,105900,36081105900,36081105900
3753 82ND STREET ENTIRE BUILDING,081,4,NA,028300,36081028300,NA
110 COLUMBIA ST,061,1,1002,001002,36061001002,NA
38 TOMPKINS STREET,085,5,27,002700,36085002700,36085002700
340 SOUTH 3 STREET,047,3,527,052700,36047052700,36047052700
899 BROADWAY AKA 5 ARION PLACE,NA,3,NA,NA,NA,NA
210 WEST 94TH STREET,061,1,179,017900,36061017900,36061017900
905 ST MARKS AVENUE,047,3,313,031300,36047031300,36047031300
755 GATES AVENUE,047,3,277,027700,36047027700,36047027700
2303 30TH DRIVE BASEMENT LEVEL,081,4,NA,007300,36081007300,NA
162 WEST KINGSBRIDGE ROAD,005,2,269,026900,36005026900,36005026900
152 TIER STREET,005,2,516,051600,36005051600,NA
8792 23RD AVENUE,047,3,294,029400,36047029400,36047029400
2251 DIX AVENUE,081,4,103201,103201,36081103201,NA
3440 GUIDER AVENUE,047,3,61003,061003,36047061003,NA
9905 63RD DRIVE,081,4,721,072100,36081072100,36081072100
818 BECK STREET,005,2,87,008700,36005008700,36005008700
3010 WILSON AVENUE,005,2,350,035000,36005035000,36005035000
875 LONGFELLOW AVENUE,005,2,11502,011502,36005011502,NA
258 WEST 117 STREET,061,1,218,021800,36061021800,36061021800
2487 DAVIDSON AVE,005,2,265,026500,36005026500,36005026500
753763 MACDONOUGH S,NA,3,NA,NA,NA,NA
1639 FULTON AVENUE,005,2,167,016700,36005016700,36005016700
926 CLARKSON AVENUE,047,3,866,086600,36047086600,36047086600
257 HEGEMAN AVENUE,047,3,920,092000,36047092000,36047092000
915 EAST 220TH ST,005,2,398,039800,36005039800,36005039800
153 BERRIMAN STREET ROOM 3,047,3,1192,119200,36047119200,36047119200
1006 GERARD AVENUE,005,2,195,019500,36005019500,36005019500
519 LINCOLN PLACE,047,3,217,021700,36047021700,36047021700
1426 BRYANT AVENUE,005,2,123,012300,36005012300,36005012300
864 WOODWARD AVE,081,4,551,055100,36081055100,36081055100
1360 E 54TH STREET,047,3,678,067800,36047067800,36047067800
535 W 156TH ST,061,1,241,024100,36061024100,36061024100
9246 175 STREET,081,4,444,044400,36081044400,36081044400
1650 PACIFIC STREET,047,3,309,030900,36047030900,36047030900
5123 QUEENS BLVD,081,4,25302,025302,36081025302,NA
520 LINCOLN PLACE,047,3,217,021700,36047021700,36047021700
1710 POPHAM AVE,005,2,20502,020502,36005020502,NA
251 SHERMAN AVENUE,061,1,293,029300,36061029300,36061029300
114161 JEROME AVENUE,NA,2,199,NA,36005019900,36005019900
1021 OCEAN AVENUE,047,3,51601,051601,36047051601,NA
640 MORRIS PARK AVE1ST FLOOR,005,2,236,023600,36005023600,36005023600
16004 92ND STREET,081,4,892,089200,36081089200,NA
1056 RUTLAND RD LEFT SIDE MIDDLE RM,047,3,NA,088400,36047088400,NA
286 BALCOM AVEGROUND FL,005,2,NA,013200,36005013200,NA
765 AMSTERDAM AVENUE,061,1,185,018500,36061018500,36061018500
464 CLINTON AVENUE,047,3,199,019900,36047019900,36047019900
672 VAN SICLEN AVE,047,3,1122,112200,36047112200,36047112200
7 EAST 75TH STREET APARTMENT 4A,061,1,130,013000,36061013000,36061013000
151 ROCHESTER AVENUE,047,3,347,034700,36047034700,36047034700
1001 ROGERS AVEUNE,047,3,NA,082600,36047082600,NA
714 EAST 230TH ST,005,2,422,042200,36005042200,36005042200
146 WEST 72ND ST STORE #1,061,1,157,015700,36061015700,36061015700
615 WEST 136TH STREET,061,1,22301,022301,36061022301,NA
2010 POWELL AVENUE,005,2,78,007800,36005007800,36005007800
2588 7TH AVENUE,061,1,234,023400,36061023400,36061023400
937 JEFFERSON AVENUE,047,3,375,037500,36047037500,36047037500
370 EAST 23RD STREET,047,3,790,079000,36047079000,NA
2338 124TH ST,081,4,919,091900,36081091900,36081091900
138 SPRING ST,061,1,49,004900,36061004900,36061004900
301 BRIGHTWATER COURT,047,3,36001,036001,36047036001,NA
601 WEST 192MD ST,NA,1,NA,NA,NA,NA
469 EAST 49TH STREET,047,3,860,086000,36047086000,36047086000
22320 110TH AVENUE,081,4,580,058000,36081058000,36081058000
437 WEST 46TH STREET,061,1,127,012700,36061012700,36061012700
7825 4TH AVE,047,3,136,013600,36047013600,36047013600
661 WEST 180TH ST,061,1,271,027100,36061027100,36061027100
1752 STERLING PLACE,047,3,361,036100,36047036100,36047036100
121 SIMONSON AVENUE,085,5,239,023900,36085023900,36085023900
981 ROGERS AVE,047,3,826,082600,36047082600,36047082600
1571 UNDERCLIFF AVE,005,2,20501,020501,36005020501,NA
589 EAST 178TH STREET,005,2,37504,037504,36005037504,NA
2023 LACOMBE AVENUE,005,2,74,007400,36005007400,36005007400
576 E 165TH ST,005,2,185,018500,36005018500,NA
10715 142 STREET,081,4,202,020200,36081020200,36081020200
211 VAN BUREN STREET,047,3,279,027900,36047027900,36047027900
4145 52ND STREET,081,4,25302,025302,36081025302,NA
369 HERKIMER STREET ALL ROOMS APT NO 3,047,3,NA,027100,36047027100,NA
2175 E 8TH STREET,047,3,392,039200,36047039200,36047039200
555 EDGECOMBE AVENUE,061,1,24301,024301,36061024301,NA
1946 AMSTERDAM AVENUE APT 24,061,1,241,024100,36061024100,36061024100
1429 E 108 STREET,047,3,1018,101800,36047101800,36047101800
1615 FULTON STREET,047,3,273,027300,36047027300,36047027300
219 MIRIAM STREET,005,2,40302,040302,36005040302,NA
550 OCEAN AVENUE,047,3,51002,051002,36047051002,NA
128 WEST 128TH STREET APT #2B,061,1,224,022400,36061022400,36061022400
4105 VERNON BLVD,081,4,25,002500,36081002500,36081002500
594 POWELL STREET WHOLE HOUSE,047,3,NA,092000,36047092000,NA
544 WEST 157TH STREET APARTMENT 83,061,1,241,024100,36061024100,36061024100
10927 156TH STREET,081,4,260,026000,36081026000,36081026000
7316 71ST STREET,081,4,629,062900,36081062900,36081062900
1439 METROPOLITAN AVE,005,2,21602,021602,36005021602,NA
4580 BROADWAY,061,1,285,028500,36061028500,36061028500
320 STERLING STREET,047,3,329,032900,36047032900,36047032900
255 STUYVESANT AVE,047,3,295,029500,36047029500,36047029500
3105 AVENUE V,047,3,570,057000,36047057000,36047057000
1108 STRATFORD AVENUE,005,2,48,004800,36005004800,36005004800
11454 204TH STREET,081,4,518,051800,36081051800,36081051800
6215 ALMEDA AVENUE REFERRED TO ON LEASE,081,4,NA,096400,36081096400,NA
1751 GLEASON AVENUE,005,2,68,006800,36005006800,36005006800
2820 MORRIS AVENUE,005,2,40303,040303,36005040303,NA
445 EAST 83RD STREET,061,1,136,013600,36061013600,NA
7A MARGARET ST BASEMENT APT,085,5,NA,014604,36085014604,NA
1710 SECOND AVESTORE 2,061,1,14602,014602,36061014602,NA
894 RIVERSIDE DRIVE,061,1,247,024700,36061024700,36061024700
2419 CAMBRELENG AVE,005,2,389,038900,36005038900,36005038900
9840 57TH AVENUE LOT L SPACE #12 OF THE WELLINGTBUILDING,081,4,NA,045500,36081045500,NA
520 JEFFERSON AVENUE,047,3,275,027500,36047027500,36047027500
653 KINGSBOROUGH 6TH WALK,047,3,307,030700,36047030700,36047030700
3101 FOSTER AVENUE,047,3,830,083000,36047083000,36047083000
1814 BLEECKER STREET,081,4,545,054500,36081054500,36081054500
4017 BROADWAY,081,4,155,015500,36081015500,36081015500
25 DONGAN PLACE,061,1,287,028700,36061028700,36061028700
121 JEFFERSON AVENUE,047,3,245,024500,36047024500,36047024500
20916 86TH DRIVE,081,4,492,049200,36081049200,NA
254 QUENTIN ROAD,047,3,424,042400,36047042400,36047042400
640 W 139 STREET APARTMENT 20,061,1,225,022500,36061022500,36061022500
11118 FLATLANDS AVE,047,3,105804,105804,36047105804,NA
576 E 169TH ST,005,2,149,014900,36005014900,36005014900
94 MADISON STREET,061,1,8,000800,36061000800,36061000800
7412 35TH AVENUE,081,4,289,028900,36081028900,36081028900
610 RIVERSIDE DR,061,1,225,022500,36061022500,36061022500
2701 KINGSBRIDGE TER R,005,2,NA,027300,36005027300,NA
260 STONE AVENUE,047,3,906,090600,36047090600,36047090600
3444 10TH STREET 1ST FL STUDIO,081,4,NA,003900,36081003900,NA
471 COLUMBUS AVENUE,061,1,169,016900,36061016900,36061016900
6504 BOOTH STREET 4TH FLOOR,081,4,69701,069701,36081069701,NA
861 EAST 163RD STREET,005,2,12901,012901,36005012901,NA
315 NEW YORK AVENUE,047,3,335,033500,36047033500,36047033500
120 KINGSLAND AVENUE 2ND FLOOR,047,3,449,044900,36047044900,NA
11921 METROPOLITAN AVENUE,081,4,136,013600,36081013600,36081013600
376 BLEECKER STREET,061,1,73,007300,36061007300,36061007300
2128 NEWTON AVEOFFICETOP FL ONLY,NA,4,NA,NA,NA,NA
500 W 170TH STREET,061,1,253,025300,36061025300,36061025300
315 WEST 115TH ST,061,1,20102,020102,36061020102,NA
94 ROEBLING STREET,047,3,519,051900,36047051900,36047051900
1672 THIRD AVENUE,061,1,15801,015801,36061015801,NA
711A SEAGIRT AVENUE,081,4,101002,101002,36081101002,NA
2690 UNIVERSITY AVENUE,005,2,26701,026701,36005026701,NA
1373 WASHINGTON AVE,005,2,14701,014701,36005014701,NA
3432 72ND STREET,081,4,291,029100,36081029100,36081029100
